group	x	y	showSelected1
1	6180	24	9
1	6180	24	164
1	6180	24	268
1	6180	24	153
2	6230	24	9
2	6230	24	10
2	6230	24	52
2	6230	24	153
3	6230	74	10
3	6230	74	52
3	6230	74	115
6	6280	74	10
6	6280	74	52
6	6280	74	5
6	6280	74	115
5	6280	124	10
5	6280	124	5
5	6280	124	133
5	6280	124	19
5	6280	124	426
5	6280	124	107
5	6280	124	252
8	6330	124	5
8	6330	124	107
8	6330	124	323
8	6330	124	389
8	6330	124	106
8	6330	124	374
8	6330	124	19
8	6330	124	362
8	6330	124	417
8	6330	124	217
8	6330	124	10
8	6330	124	290
8	6330	124	404
8	6330	124	150
8	6330	124	117
8	6330	124	272
8	6330	124	299
8	6330	124	165
8	6330	124	220
9	6330	174	107
9	6330	174	137
9	6330	174	10
9	6330	174	136
9	6330	174	5
9	6330	174	13
9	6330	174	323
9	6330	174	106
9	6330	174	217
13	6380	174	5
13	6380	174	178
13	6380	174	3
13	6380	174	226
13	6380	174	96
13	6380	174	13
13	6380	174	258
13	6380	174	208
13	6380	174	10
13	6380	174	393
13	6380	174	249
13	6380	174	283
13	6380	174	202
13	6380	174	384
13	6380	174	235
13	6380	174	104
14	6380	224	5
14	6380	224	3
14	6380	224	206
14	6380	224	22
14	6380	224	193
14	6380	224	148
14	6380	224	155
14	6380	224	23
14	6380	224	38
14	6380	224	62
14	6380	224	288
14	6380	224	96
14	6380	224	119
14	6380	224	316
14	6380	224	385
14	6380	224	373
14	6380	224	238
14	6380	224	405
14	6380	224	359
14	6380	224	131
14	6380	224	192
19	6430	224	38
19	6430	224	23
19	6430	224	219
19	6430	224	157
19	6430	224	401
19	6430	224	148
19	6430	224	229
19	6430	224	359
19	6430	224	3
19	6430	224	123
19	6430	224	312
19	6430	224	14
19	6430	224	5
19	6430	224	322
19	6430	224	340
19	6430	224	176
19	6430	224	130
19	6430	224	170
19	6430	224	169
19	6430	224	6
19	6430	224	37
19	6430	224	303
19	6430	224	304
19	6430	224	243
19	6430	224	53
20	6430	274	23
20	6430	274	157
20	6430	274	75
20	6430	274	233
20	6430	274	333
20	6430	274	28
20	6430	274	366
20	6430	274	395
20	6430	274	94
20	6430	274	223
20	6430	274	123
20	6430	274	87
20	6430	274	256
20	6430	274	247
20	6430	274	14
20	6430	274	98
26	6480	274	28
26	6480	274	300
26	6480	274	403
26	6480	274	16
26	6480	274	392
26	6480	274	287
26	6480	274	120
26	6480	274	376
26	6480	274	363
26	6480	274	295
26	6480	274	23
26	6480	274	94
26	6480	274	185
26	6480	274	20
26	6480	274	422
26	6480	274	334
26	6480	274	30
26	6480	274	149
26	6480	274	330
26	6480	274	175
26	6480	274	368
26	6480	274	297
26	6480	274	98
26	6480	274	146
26	6480	274	247
26	6480	274	87
26	6480	274	6
26	6480	274	201
26	6480	274	85
26	6480	274	391
27	6480	324	16
27	6480	324	301
27	6480	324	31
27	6480	324	254
27	6480	324	6
27	6480	324	418
27	6480	324	151
27	6480	324	50
27	6480	324	326
27	6480	324	295
27	6480	324	239
27	6480	324	20
27	6480	324	285
27	6480	324	78
27	6480	324	337
27	6480	324	30
27	6480	324	342
34	6530	324	50
34	6530	324	378
34	6530	324	151
34	6530	324	49
34	6530	324	6
34	6530	324	390
34	6530	324	134
34	6530	324	35
34	6530	324	240
34	6530	324	429
34	6530	324	379
34	6530	324	54
34	6530	324	118
34	6530	324	211
34	6530	324	77
34	6530	324	162
34	6530	324	2
35	6530	374	50
35	6530	374	24
35	6530	374	151
35	6530	374	216
35	6530	374	408
35	6530	374	329
35	6530	374	293
35	6530	374	331
35	6530	374	49
35	6530	374	6
35	6530	374	318
35	6530	374	134
35	6530	374	35
43	6580	374	24
43	6580	374	293
43	6580	374	6
43	6580	374	313
43	6580	374	44
43	6580	374	35
43	6580	374	156
43	6580	374	54
43	6580	374	196
43	6580	374	207
43	6580	374	357
4	6280	24	52
4	6280	24	10
4	6280	24	9
12	6380	124	5
12	6380	124	10
12	6380	124	220
12	6380	124	202
12	6380	124	235
12	6380	124	283
12	6380	124	6
12	6380	124	358
12	6380	124	117
12	6380	124	104
12	6380	124	361
12	6380	124	225
12	6380	124	286
12	6380	124	350
12	6380	124	86
12	6380	124	428
25	6480	224	23
25	6480	224	14
25	6480	224	98
25	6480	224	169
25	6480	224	6
25	6480	224	37
25	6480	224	228
25	6480	224	391
25	6480	224	53
25	6480	224	159
25	6480	224	200
25	6480	224	132
25	6480	224	43
42	6580	324	35
42	6580	324	6
42	6580	324	207
42	6580	324	54
42	6580	324	196
42	6580	324	211
42	6580	324	163
42	6580	324	162
42	6580	324	44
