group	fill	colour	clickSelects
1	#FFFFFF	#D3D3D3	10
2	#FFFFFF	#D3D3D3	10
3	#FFFFFF	#D3D3D3	10
4	#FFFFFF	#D3D3D3	5
5	#FFFFFF	#D3D3D3	5
6	#FFFFFF	#D3D3D3	5
7	#FFFFFF	#D3D3D3	5
8	#FFFFFF	#D3D3D3	5
9	#FFFFFF	#D3D3D3	5
10	#FFFFFF	#D3D3D3	5
11	#FFFFFF	#D3D3D3	5
12	#FFFFFF	#D3D3D3	5
13	#FFFFFF	#D3D3D3	5
14	#FFFFFF	#D3D3D3	5
15	#FFFFFF	#D3D3D3	5
16	#FFFFFF	#D3D3D3	5
17	#FFFFFF	#D3D3D3	5
18	#FFFFFF	#D3D3D3	5
19	#FFFFFF	#D3D3D3	5
20	#FFFFFF	#D3D3D3	13
21	#FFFFFF	#D3D3D3	13
22	#FFFFFF	#D3D3D3	13
23	#FFFFFF	#D3D3D3	13
24	#FFFFFF	#D3D3D3	13
25	#FFFFFF	#D3D3D3	5
26	#FFFFFF	#D3D3D3	13
27	#FFFFFF	#D3D3D3	13
28	#FFFFFF	#D3D3D3	13
29	#FFFFFF	#D3D3D3	13
30	#FFFFFF	#D3D3D3	13
31	#FFFFFF	#D3D3D3	13
36	#FFFFFF	#D3D3D3	5
46	#FFFFFF	#D3D3D3	5
47	#FFFFFF	#D3D3D3	5
48	#FFFFFF	#D3D3D3	5
49	#FFFFFF	#D3D3D3	5
50	#FFFFFF	#D3D3D3	5
52	#FFFFFF	#D3D3D3	10
53	#FFFFFF	#D3D3D3	10
54	#FFFFFF	#D3D3D3	5
55	#FFFFFF	#D3D3D3	5
56	#FFFFFF	#D3D3D3	5
57	#FFFFFF	#D3D3D3	5
58	#FFFFFF	#D3D3D3	5
59	#FFFFFF	#D3D3D3	5
60	#FFFFFF	#D3D3D3	5
61	#FFFFFF	#D3D3D3	5
62	#FFFFFF	#D3D3D3	5
63	#FFFFFF	#D3D3D3	5
64	#FFFFFF	#D3D3D3	10
65	#FFFFFF	#D3D3D3	5
66	#FFFFFF	#D3D3D3	5
67	#FFFFFF	#D3D3D3	5
68	#FFFFFF	#D3D3D3	5
69	#FFFFFF	#D3D3D3	5
70	#FFFFFF	#D3D3D3	13
71	#FFFFFF	#D3D3D3	13
72	#FFFFFF	#D3D3D3	13
73	#FFFFFF	#D3D3D3	13
74	#FFFFFF	#D3D3D3	13
75	#FFFFFF	#D3D3D3	5
76	#FFFFFF	#D3D3D3	13
77	#FFFFFF	#D3D3D3	13
78	#FFFFFF	#D3D3D3	13
79	#FFFFFF	#D3D3D3	13
80	#FFFFFF	#D3D3D3	13
81	#FFFFFF	#D3D3D3	13
86	#FFFFFF	#D3D3D3	5
97	#FFFFFF	#D3D3D3	5
98	#FFFFFF	#D3D3D3	5
99	#FFFFFF	#D3D3D3	5
100	#FFFFFF	#D3D3D3	5
101	#FFFFFF	#D3D3D3	5
102	#FFFFFF	#D3D3D3	10
103	#FFFFFF	#D3D3D3	10
104	#FFFFFF	#D3D3D3	10
