fill	x	y	xmin	xmax	ymin	ymax
#000000	0	0	-0.125	0.125	-2.5	2.5
#0B0B0B	-0.25	0	-0.375	-0.125	-2.5	2.5
#0A0B0B	0.25	0	0.125	0.375	-2.5	2.5
#111111	0.5	0	0.375	0.625	-2.5	2.5
#131313	-0.5	0	-0.625	-0.375	-2.5	2.5
#292929	-1	0	-1.125	-0.875	-2.5	2.5
#292929	1	0	0.875	1.125	-2.5	2.5
#1F1F1F	-0.75	0	-0.875	-0.625	-2.5	2.5
#494949	1.5	0	1.375	1.625	-2.5	2.5
#323232	-1.25	0	-1.375	-1.125	-2.5	2.5
#323232	1.25	0	1.125	1.375	-2.5	2.5
#1E1E1E	0.75	0	0.625	0.875	-2.5	2.5
#4D4D4D	1.75	0	1.625	1.875	-2.5	2.5
#8D8D8D	3	0	2.875	3.125	-2.5	2.5
#515151	2.5	0	2.375	2.625	-2.5	2.5
#696969	-2.25	0	-2.375	-2.125	-2.5	2.5
#494949	-1.75	0	-1.875	-1.625	-2.5	2.5
#5C5C5C	-3	0	-3.125	-2.875	-2.5	2.5
#474747	-1.5	0	-1.625	-1.375	-2.5	2.5
#676767	3.5	0	3.375	3.625	-2.5	2.5
#656565	2.25	0	2.125	2.375	-2.5	2.5
#666666	-3.5	0	-3.625	-3.375	-2.5	2.5
#454545	-2	0	-2.125	-1.875	-2.5	2.5
#787878	4	0	3.875	4.125	-2.5	2.5
#898989	2.75	0	2.625	2.875	-2.5	2.5
#838383	-4.5	0	-4.625	-4.375	-2.5	2.5
#7A7A7A	-4.25	0	-4.375	-4.125	-2.5	2.5
#888888	4.25	0	4.125	4.375	-2.5	2.5
#676767	2	0	1.875	2.125	-2.5	2.5
#737373	-4	0	-4.125	-3.875	-2.5	2.5
#6A6A6A	-2.5	0	-2.625	-2.375	-2.5	2.5
#959595	-4.75	0	-4.875	-4.625	-2.5	2.5
#C6C6C6	5	5	4.875	5.125	2.5	7.5
#B9B9B9	-5.5	5	-5.625	-5.375	2.5	7.5
#999999	-4.75	5	-4.875	-4.625	2.5	7.5
#A3A3A3	2.75	5	2.625	2.875	2.5	7.5
#B1B1B1	-3.75	0	-3.875	-3.625	-2.5	2.5
#7F7F7F	-2.75	0	-2.875	-2.625	-2.5	2.5
#999999	4.75	0	4.625	4.875	-2.5	2.5
#919191	-2.25	5	-2.375	-2.125	2.5	7.5
#A8A8A8	-5	5	-5.125	-4.875	2.5	7.5
#CDCDCD	5.25	5	5.125	5.375	2.5	7.5
#7C7C7C	-1.75	5	-1.875	-1.625	2.5	7.5
#B5B5B5	4.75	5	4.625	4.875	2.5	7.5
#9A9A9A	-2.5	5	-2.625	-2.375	2.5	7.5
#CDCDCD	3.75	5	3.625	3.875	2.5	7.5
#868686	-2	5	-2.125	-1.875	2.5	7.5
#B9B9B9	3.25	5	3.125	3.375	2.5	7.5
#A0A0A0	-3	5	-3.125	-2.875	2.5	7.5
#626262	-1.5	5	-1.625	-1.375	2.5	7.5
#757575	1.75	5	1.625	1.875	2.5	7.5
#A3A3A3	-3.25	5	-3.375	-3.125	2.5	7.5
#808080	2	5	1.875	2.125	2.5	7.5
#626262	1.5	5	1.375	1.625	2.5	7.5
#535353	1	5	0.875	1.125	2.5	7.5
#ACACAC	-2.75	5	-2.875	-2.625	2.5	7.5
#8A8A8A	2.25	5	2.125	2.375	2.5	7.5
#BBBBBB	3	5	2.875	3.125	2.5	7.5
#A8A8A8	-0.5	5	-0.625	-0.375	2.5	7.5
#A7A7A7	-5.25	5	-5.375	-5.125	2.5	7.5
#535353	1.25	5	1.125	1.375	2.5	7.5
#757575	0.75	5	0.625	0.875	2.5	7.5
#454545	-1	5	-1.125	-0.875	2.5	7.5
#4F4F4F	-1.25	5	-1.375	-1.125	2.5	7.5
#969696	2.5	5	2.375	2.625	2.5	7.5
#575757	-0.75	5	-0.875	-0.625	2.5	7.5
#D1D1D1	0.5	5	0.375	0.625	2.5	7.5
#DBDBDB	-3.75	5	-3.875	-3.625	2.5	7.5
#BDBDBD	-3.5	5	-3.625	-3.375	2.5	7.5
#CDCDCD	-5.75	5	-5.875	-5.625	2.5	7.5
#C6C6C6	3.5	5	3.375	3.625	2.5	7.5
#A1A1A1	1.25	110	1.125	1.375	107.5	112.5
#B8B8B8	1.25	100	1.125	1.375	97.5	102.5
#A6A6A6	1.25	60	1.125	1.375	57.5	62.5
#979797	1.25	45	1.125	1.375	42.5	47.5
#A5A5A5	1	20	0.875	1.125	17.5	22.5
#9C9C9C	1.5	30	1.375	1.625	27.5	32.5
#7B7B7B	1.25	25	1.125	1.375	22.5	27.5
#737373	1.25	20	1.125	1.375	17.5	22.5
#6F6F6F	1.5	15	1.375	1.625	12.5	17.5
#707070	1	10	0.875	1.125	7.5	12.5
#696969	1.25	15	1.125	1.375	12.5	17.5
#545454	1.25	10	1.125	1.375	7.5	12.5
#5D5D5D	1.5	10	1.375	1.625	7.5	12.5
#A3A3A3	2	15	1.875	2.125	12.5	17.5
#808080	1.75	15	1.625	1.875	12.5	17.5
#777777	1.75	10	1.625	1.875	7.5	12.5
#B8B8B8	2.25	10	2.125	2.375	7.5	12.5
#D1D1D1	2	20	1.875	2.125	17.5	22.5
#9C9C9C	2	10	1.875	2.125	7.5	12.5
#B2B2B2	1.25	95	1.125	1.375	92.5	97.5
#A4A4A4	1.25	55	1.125	1.375	52.5	57.5
#878787	1.25	30	1.125	1.375	27.5	32.5
#888888	1	15	0.875	1.125	12.5	17.5
#EDEDED	4.25	5	4.125	4.375	2.5	7.5
#AAAAAA	1.25	120	1.125	1.375	117.5	122.5
#B1B1B1	1.25	75	1.125	1.375	72.5	77.5
#8A8A8A	1.25	35	1.125	1.375	32.5	37.5
#B8B8B8	1.5	45	1.375	1.625	42.5	47.5
#B1B1B1	1.5	40	1.375	1.625	37.5	42.5
#909090	1.5	25	1.375	1.625	22.5	27.5
#AAAAAA	1.75	20	1.625	1.875	17.5	22.5
#A0A0A0	1.25	115	1.125	1.375	112.5	117.5
#A4A4A4	1.25	80	1.125	1.375	77.5	82.5
#9A9A9A	1.25	50	1.125	1.375	47.5	52.5
#838383	1.5	20	1.375	1.625	17.5	22.5
#E2E2E2	2.25	20	2.125	2.375	17.5	22.5
#B2B2B2	1.25	105	1.125	1.375	102.5	107.5
#919191	1.25	40	1.125	1.375	37.5	42.5
#D1D1D1	1.5	50	1.375	1.625	47.5	52.5
#C9C9C9	1	30	0.875	1.125	27.5	32.5
#A2A2A2	1.25	65	1.125	1.375	62.5	67.5
#ACACAC	1.25	85	1.125	1.375	82.5	87.5
#D5D5D5	1.5	60	1.375	1.625	57.5	62.5
#D5D5D5	2.25	15	2.125	2.375	12.5	17.5
#FFFFFF	4.75	10	4.625	4.875	7.5	12.5
#E2E2E2	0.75	10	0.625	0.875	7.5	12.5
#DBDBDB	1.25	125	1.125	1.375	122.5	127.5
#ABABAB	1.25	90	1.125	1.375	87.5	92.5
#E2E2E2	1.75	30	1.625	1.875	27.5	32.5
#C4C4C4	1.75	25	1.625	1.875	22.5	27.5
#A6A6A6	1.25	70	1.125	1.375	67.5	72.5
#CDCDCD	2.5	10	2.375	2.625	7.5	12.5
#AEAEAE	1.5	35	1.375	1.625	32.5	37.5
#B6B6B6	1	25	0.875	1.125	22.5	27.5
#DBDBDB	2.75	10	2.625	2.875	7.5	12.5
#FFFFFF	1.5	80	1.375	1.625	77.5	82.5
#E2E2E2	1.5	55	1.375	1.625	52.5	57.5
#EDEDED	2	25	1.875	2.125	22.5	27.5
#FFFFFF	1.25	130	1.125	1.375	127.5	132.5
#FFFFFF	2.5	15	2.375	2.625	12.5	17.5
#E2E2E2	1	35	0.875	1.125	32.5	37.5
#FFFFFF	1.75	35	1.625	1.875	32.5	37.5
#FFFFFF	1	40	0.875	1.125	37.5	42.5
#EDEDED	1.5	70	1.375	1.625	67.5	72.5
#FFFFFF	1.5	65	1.375	1.625	62.5	67.5
#FFFFFF	-6	5	-6.125	-5.875	2.5	7.5
#EDEDED	-0.25	5	-0.375	-0.125	2.5	7.5
#9A9A9A	-1	70	-1.125	-0.875	67.5	72.5
#9C9C9C	-1	50	-1.125	-0.875	47.5	52.5
#8B8B8B	-1	30	-1.125	-0.875	27.5	32.5
#888888	-1	25	-1.125	-0.875	22.5	27.5
#7A7A7A	-1	20	-1.125	-0.875	17.5	22.5
#A1A1A1	-1.25	30	-1.375	-1.125	27.5	32.5
#737373	-1	15	-1.125	-0.875	12.5	17.5
#858585	-1.25	20	-1.375	-1.125	17.5	22.5
#767676	-1.25	15	-1.375	-1.125	12.5	17.5
#616161	-1	10	-1.125	-0.875	7.5	12.5
#737373	-1.5	10	-1.625	-1.375	7.5	12.5
#606060	-1.25	10	-1.375	-1.125	7.5	12.5
#8F8F8F	-1.75	10	-1.875	-1.625	7.5	12.5
#A1A1A1	-1	45	-1.125	-0.875	42.5	47.5
#8F8F8F	-1	35	-1.125	-0.875	32.5	37.5
#969696	-1	40	-1.125	-0.875	37.5	42.5
#D5D5D5	-1.25	50	-1.375	-1.125	47.5	52.5
#ACACAC	-1.25	35	-1.375	-1.125	32.5	37.5
#909090	-1.5	15	-1.625	-1.375	12.5	17.5
#DBDBDB	-2.25	10	-2.375	-2.125	7.5	12.5
#ADADAD	-2	10	-2.125	-1.875	7.5	12.5
#979797	-1	75	-1.125	-0.875	72.5	77.5
#9C9C9C	-1	60	-1.125	-0.875	57.5	62.5
#D5D5D5	-1.25	55	-1.375	-1.125	52.5	57.5
#B9B9B9	-0.75	15	-0.875	-0.625	12.5	17.5
#B9B9B9	-1.5	20	-1.625	-1.375	17.5	22.5
#909090	-0.75	10	-0.875	-0.625	7.5	12.5
#D1D1D1	-2	15	-2.125	-1.875	12.5	17.5
#A0A0A0	-1	55	-1.125	-0.875	52.5	57.5
#AFAFAF	-1	80	-1.125	-0.875	77.5	82.5
#969696	-1.25	25	-1.375	-1.125	22.5	27.5
#FFFFFF	-2.75	10	-2.875	-2.625	7.5	12.5
#B9B9B9	-1.25	40	-1.375	-1.125	37.5	42.5
#A3A3A3	-1	65	-1.125	-0.875	62.5	67.5
#BFBFBF	-1	85	-1.125	-0.875	82.5	87.5
#BBBBBB	-1.75	15	-1.875	-1.625	12.5	17.5
#C6C6C6	-1.25	45	-1.375	-1.125	42.5	47.5
#FFFFFF	-4	5	-4.125	-3.875	2.5	7.5
#FFFFFF	-1.25	70	-1.375	-1.125	67.5	72.5
#FFFFFF	-1.5	35	-1.625	-1.375	32.5	37.5
#FFFFFF	-6.75	10	-6.875	-6.625	7.5	12.5
#EDEDED	-1.25	65	-1.375	-1.125	62.5	67.5
#FFFFFF	-4.25	5	-4.375	-4.125	2.5	7.5
#DBDBDB	-1.5	25	-1.625	-1.375	22.5	27.5
#E2E2E2	-0.75	20	-0.875	-0.625	17.5	22.5
#EDEDED	-1.75	20	-1.875	-1.625	17.5	22.5
#FFFFFF	-2.25	15	-2.375	-2.125	12.5	17.5
#FFFFFF	-0.75	25	-0.875	-0.625	22.5	27.5
#FFFFFF	-1.5	30	-1.625	-1.375	27.5	32.5
#FFFFFF	-1.25	80	-1.375	-1.125	77.5	82.5
